beside	ondoan
SovietUnion	SobietBatasuna
Tagus	Tajo
Tolosa	Tolosa
Chechnya	Txetxenia
VaticanCity	Vatikanoa
Zamudio	Zamudio
Zarautz	Zarautz
Zumaia	Zumaia
Ala	Ala
Alvarez	Alvarez
Angel	Angel
Diez	Diez
Garzon	Garzon
Hernandez	Hernandez
Iñigo	Iñigo
Jesus	Jesus
Jimenez	Jimenez
Marta	Marta
Martin	Martin
Martinez	Martinez
Maximo	Maximo
Pernando	Pernando
Ramirez	Ramirez
Raxoi	Raxoi
Sanchez	Sanchez
deJuana	deJuana
delaVega	delaVega
delOlmo	delOlmo
approve	adosegon
screwon	torlojatu
havebreakfast	gosaldu
beinlove	maitemindu
frequent	maiztu
send	igorri
send	bidali
appropriate	jabetu
appropriate	egokitu
honour	omendu
honour	konplitu
honour	ohoratu
manage	kudeatu
manage	erdietsi
manage	eskuratu
manage	lortu
manage	zuzendu
negotiate	itundu
negotiate	negoziatu
negotiate	tratuaegin
distrust	itzalgaiztu
dissent	adosezegon
doze	erdiloegon
fringe	ertzeanegon
brim	gainezkaegon
repose	geldiegon
pride	harroegon
rage	haserreegon
object	kontraegon
vacation	oporretanegon
hover	orekanegon
hover	hesitu
lurk	zelatanegon
dangle	zintzilikegon
abandon	abandonatu
abandon	bertanbeherautzi
abandon	laga
exhaust	abaildu
exhaust	agortu
exhaust	ahitu
getdrunk	mozkortu
abdicate	abdikatu
enrich	aberastu
setup	abianjarri
setup	deitu
setup	instalatu
setup	kokatu
initiate	abiatu
initiate	hasi
pioneer	abiatu
pioneer	hasi
depart	abiatu
warn	abisatu
warn	aholkatu
warn	ohartarazi
warn	ohartu
credit	abonatu
address	abordatu
address	bidali
address	zuzendu
abort	abortatu
miscarry	abortatu
absolve	absolbitu
abstain	abstenitu
abstain	ezegin
abuse	abusatu
abuse	iraindu
abuse	jo
patch	adabatu
branch	adarkatu
fork	adarkatu
gore	adarkatu
ramify	adarkatu
adarra	adarkatu
gaze	adiadibegiratu
stare	adiadibegiratu
groan	adiakatu
moan	adiakatu
express	adierazi
express	azaldu
understand	aditu
understand	ulertu
intimate	aditzeraeman
administer	administratu
adopt	adoptatu
adore	adoratu
adore	gurtu
encourage	adoretu
encourage	ahalegindu
encourage	akuilatu
encourage	animatu
hang	zintzilikatu
hang	eseki
overflow	gainezkatu
overflow	gainezkaegin
observing	zelatan
warm	adoretu
warm	animatu
warm	berotu
inspire	adoretu
inspire	inspiratu
ados	inspiratu
disagree	batezetorri
remember	adostu
remember	gogorarazi
remember	gogoratu
remember	oroitu
remind	adostu
remind	gogorarazi
remind	gogoratu
remind	oroitu
compromise	adostu
dine	afaldu
affiliate	afiliatu
appear	agertu
appear	iritzi
appear	iruditu
showup	agertu
turnup	agertu
display	agertu
display	erakutsi
show	agertu
show	erakutsi
show	frogatu
haunt	agertu
present	agertu
present	aurkeztu
present	azaldu
sort	agindu
sort	ordenatu
sort	sailkatu
order	agindu
order	eskatu
order	ordenatu
promise	agindu
pledge	agindu
boss	agindu
command	agindu
instruct	agindu
instruct	eskolatu
prescribe	agindu
rebuke	agirakaegin
reprimand	agirakaegin
agitate	agitatu
wave	agitatu
wave	eragin
fire	aguregin
fire	tiroegin
sack	aguregin
lanetik	aguregin
greet	aguregin
greet	agurtu
bow	aguregin
bow	okertu
salute	agurtu
makepossible	ahalbidetu
try	ahalegindu
try	dastatu
try	probatu
try	saiatu
struggle	ahalegindu
struggle	borrokatu
yawn	aharrausiegin
ahatea	aharrausiegin
forget	ahaztu
forgetabout	ahaztu
deplete	ahitu
aho	ahitu
ahoa	ahitu
ahoberokeriak	ahitu
fit	ahokatu
eder	ahokatu
fit	sartu
slot	ahokatu
advise	aholkatu
counsel	aholkatu
ahotara	aholkatu
pine	ahuldu
sap	ahuldu
weaken	ahuldu
weaken	indargabetu
arrive	ailegatu
arrive	heldu
arrive	iritsi
arrive	porturatu
aintzat	porturatu
mention	aipatu
quote	aipatu
quote	zitatu
airean	zitatu
aireratze	zitatu
ventilate	aireztatu
admit	aitortu
admit	onartu
declare	aitortu
declare	deklaratu
state	aitortu
state	deklaratu
state	planteatu
confess	aitortu
acknowledge	aitortu
acknowledge	antzeman
hoe	aitzurtu
finish	akabatu
finish	amaitu
finish	bukatu
finish	errematatu
chip	akastu
notch	akastu
activate	aktibatu
boost	akuilatu
boost	berretu
boost	gehitu
boost	handitu
boost	ugaldu
boost	ugaritu
stimulate	akuilatu
stimulate	estimulatu
goad	akuilatu
accuse	akusatu
accuse	egotzi
accuse	salatu
beam	alaiirribarreegin
cheer	alaitu
cheer	bozkariatu
cheer	poztu
cheer	txalotu
gladden	alaitu
gladden	bozkariatu
gladden	poztu
nag	alamenaeman
pester	alamenaeman
thread	albainutu
separate	alboratu
separate	apartatu
separate	banandu
separate	baztertu
separate	bereizi
repel	aldaratu
proclaim	aldarrikatu
clamour	aldarrikatu
capsize	aldatu
change	aldatu
switch	aldatu
shift	aldatu
lekuz	aldatu
shift	mugitu
range	aldatu
range	lerrokatu
range	noraezeanibili
vary	aldatu
alter	aldatu
modify	aldatu
transform	aldatu
transform	transformatu
transplant	aldatu
transplant	birlandatu
leave	aldeegin
leave	joan
leave	laga
leave	utzi
getalong	aldeegin
getalong	joan
getoff	aldeegin
getoff	joan
alde	joan
ignore	ezjakin
remove	aldendu
remove	atera
remove	edeki
remove	erauzi
remove	erretiratu
remove	kendu
remove	sakatu
remove	urrundu
invest	alderantzikatu
invest	inbertitu
reverse	alderantzikatu
reverse	atzekozaurrerajarri
reverse	inbertitu
invert	alderantzikatu
transpose	alderantzikatu
contrast	alderatu
contrast	egiaztatu
aldez	egiaztatu
prejudice	kalteegin
advocate	aldeztu
advocate	defendatu
coincide	aldibereangertatu
aldika	aldibereangertatu
allege	alegatu
allege	argudiatu
shell	aletu
shell	ileamoztu
rent	alokatu
hire	alokatu
hire	kontratatu
lease	alokatu
alta	alokatu
discharge	deskargatu
discharge	liberatu
erect	altxatu
erect	eraiki
erect	jaiki
erect	zutitu
raise	altxatu
raise	berretu
raise	eraiki
raise	gehitu
raise	handitu
raise	jaiki
raise	jaso
raise	sortu
raise	ugaldu
raise	ugaritu
raise	zutitu
hoist	altxatu
altzariz	altxatu
conclude	amaitu
conclude	azkendu
conclude	bukatu
terminate	amaitu
dream	ametsegin
drop	amildu
drop	apaldu
drop	askatu
drop	beheraegin
drop	beheratu
drop	eraitsi
drop	erori
drop	erortzenutzi
drop	jaitsi
drop	largatu
fall	amildu
fall	erori
falldown	amildu
falldown	erori
swoop	amildu
yield	amoreeman
yield	eman
pander	amoreeman
surrender	amoreeman
givein	amoreeman
nettle	amorrarazi
fume	amorratu
analyse	analizatu
anaesthetise	anestesiatu
annex	anexionatu
amputate	anputatu
organise	antolatu
mastermind	antolatu
plot	antolatu
antza	antolatu
guess	antzeman
guess	igarri
recognise	antzeman
recognise	ezagutu
detect	antzeman
detect	detektatu
ape	antzeratu
imitate	antzeratu
imitate	imitatu
mime	antzeratu
mimic	antzeratu
figure	antzeztu
figure	imajinatu
figure	irudikatu
figure	usteizan
represent	antzeztu
represent	irudikatu
represent	ordezkatu
enact	antzeztu
portray	antzeztu
portray	erretratatu
stage	antzeztu
stage	eszenaratu
sterilise	antzutu
arrange	apaindu
arrange	jarri
arrange	konpondu
fix	apaindu
fix	finkatu
fix	jarri
fix	konpondu
decorate	apaindu
adorn	apaindu
style	apaindu
godown	apaldu
godown	beheraegin
godown	beheratu
godown	eraitsi
godown	jaitsi
lower	apaldu
lower	beheraegin
lower	beheratu
lower	eraitsi
lower	jaitsi
bringdown	apaldu
bringdown	beheraegin
bringdown	beheratu
bringdown	eraitsi
bringdown	jaitsi
getdown	apaldu
getdown	beheraegin
getdown	beheratu
getdown	eraitsi
getdown	jaitsi
park	aparkatu
aparra	aparkatu
apply	aplikatu
apply	erabili
apply	jarri
enforce	aplikatu
enforce	betearazi
enforce	jarri
takeadvantageof	aprobetxatu
aim	apuntatu
aim	ateratzenhasi
aim	destatu
aim	zuzendu
notedown	apuntatu
notedown	destatu
point	apuntatu
point	destatu
point	erakutsi
point	seinalatu
prompt	apuntatu
prompt	ateratzenhasi
prompt	bultzatu
prompt	destatu
prompt	eragin
target	apuntatu
target	destatu
bet	apustuegin
wager	apustuegin
investigate	arakatu
investigate	aztertu
investigate	ikertu
research	arakatu
research	aztertu
research	ikertu
fumble	arakatu
scan	arakatu
explore	arakatu
explore	esploratu
regulate	arautu
regulate	erregulatu
purify	araztu
referee	arbitratu
dismiss	arbuiatu
dismiss	baztertu
dismiss	errefusatu
dismiss	muzinegin
refuse	arbuiatu
refuse	errefusatu
refuse	muzinegin
refuse	ukoegin
commission	arduraeman
entrust	arduraeman
entrust	fidatu
concern	arduratu
concern	axolaizan
concern	kezkatu
worry	arduratu
worry	kezkatu
busy	arduratu
care	arduratu
trouble	arduratu
intensify	areagotu
intensify	biziagotu
enhance	areagotu
exacerbate	areagotu
heighten	areagotu
thin	argaldu
thin	mehetu
slim	argaldu
taper	argaldu
gleam	argiegin
shine	argiegin
shine	distiraegin
shine	distiratu
argi	distiratu
issue	argitaratu
issue	zabaldu
publish	argitaratu
clarify	argitu
clear	argitu
clear	garbitu
clear	likidatu
light	argitu
light	piztu
allay	argitu
brighten	argitu
enlighten	argitu
illuminate	argitu
lighten	argitu
argue	argudiatu
argue	eztabaidatu
discuss	ariizan
discuss	hitzegin
discuss	mintzatu
ply	ariizan
exercise	ariketaegin
arin	ariketaegin
tap	ukitu
ease	arindu
relieve	arindu
alleviate	arindu
dull	arindu
mitigate	arindu
soothe	arindu
armak	arindu
arm	armatu
exhale	arnasabota
breathe	arnasahartu
breathe	arnastu
wind	arnasahartuezinikutzi
wheeze	arnasbehartu
gasp	arnasestukajarri
complain	arnegatu
complain	kexatu
plunder	arpilatu
loot	arpilatu
pillage	arpilatu
ransack	arpilatu
slit	arraildu
bray	arrantzaegin
fish	arrantzatu
arrapaladan	arrantzatu
arrastaka	arrantzatu
arrastesarez	arrantzatu
getdark	arrastu
getdark	gautu
getdark	ilundu
row	arrauneanegin
arrautzatik	arrauneanegin
reason	arrazoitu
arrenka	arrazoitu
neglect	arretaezjarri
arreta	arretaezjarri
distract	deskuidatu
arretaz	deskuidatu
risk	arriskatu
chance	arriskatu
hazard	arriskatu
jeopardise	arriskatu
endanger	arriskuanjarri
alienate	arroztu
generalise	arruntbilakatu
generalise	orokortu
attend	artatu
attend	itxaron
attend	joan
articulate	artikulatu
articulate	eratu
disturb	asaldatu
disturb	enbarazuegin
disturb	eragotzi
perturb	asaldatu
unsettle	asaldatu
asaldatuta	asaldatu
satiate	ase
satiate	asebete
gorge	ase
sate	ase
insure	aseguratu
secure	aseguratu
secure	lortu
asphyxiate	asfixiatu
gas	asfixiatu
suffocate	asfixiatu
assimilate	asimilatu
release	askatu
release	largatu
release	liberatu
release	kaleratu
disengage	askatu
peel	askatu
peel	ileamoztu
undo	askatu
undo	desegin
unfasten	askatu
unravel	askatu
aske	askatu
free	liberatu
aske	liberatu
asko	liberatu
asko	liberatu
hit	asmatu
hit	itsatsi
hit	jo
invent	asmatu
makeup	asmatu
makeup	egin
makeup	osatu
conceive	asmatu
conceive	sortu
asmoa	sortu
bore	aspertu
inhale	aspiratu
inhale	inhalatu
shake	astindu
rock	astindu
rock	kulunkatu
beat	astindu
beat	irabiatu
churn	astindu
flap	astindu
flog	astindu
jar	astindu
jolt	astindu
wag	astindu
glide	astiroigaropasatu
glide	irristatu
astiro	irristatu
atalagaz	irristatu
attack	atentatu
attack	eraso
attack	erasotu
attack	jazarri
extract	atera
extract	erauzi
adduce	atera
pullout	atera
pullout	edeki
pullout	kendu
pullout	sakatu
takeaway	atera
takeaway	edeki
takeaway	kendu
takeaway	sakatu
takeoff	atera
takeoff	edeki
takeoff	kendu
takeoff	sakatu
takeout	atera
takeout	edeki
takeout	kanporatu
takeout	kendu
takeout	sakatu
comeout	atera
exit	atera
exit	irten
goout	atera
workout	atera
getout	atera
emerge	atera
emerge	azaleratu
extricate	atera
pluck	atera
cease	atertu
cease	gelditu
atoian	gelditu
berth	atrakatu
dock	atrakatu
atrophy	atrofiatu
toil	atsedenikgabelanegin
please	atsegineman
atsegina	atsegineman
atsegin	atsegineman
atsegin	atsegineman
like	gustatu
enjoy	atsegindu
enjoy	gozatu
enjoy	gustatu
dismay	atsekabetu
distress	atsekabetu
torment	atsekabetu
keep	atxiki
keep	jarraitu
keep	mantendu
maintain	atxiki
maintain	mantendu
detain	atxiki
detain	atxilotu
detain	gelditu
detain	geratu
repress	atxiki
retain	atxiki
stop	atxilotu
stop	geldiarazi
stop	gelditu
stop	geratu
arrest	atxilotu
capture	atzeman
capture	harrapatu
back	atzeraegin
back	babestu
retreat	atzeraegin
recoil	atzeraegin
postpone	atzeratu
postpone	geroratu
delay	atzeratu
slow	atzeratu
slow	geldotu
defer	atzeratu
lag	atzeratu
emigrate	atzerriratu
emigrate	emigratu
migrate	atzerriratu
migrate	emigratu
migrate	migratu
wail	auhenegin
choose	aukeratu
choose	hautatu
choose	hautetsi
elect	aukeratu
elect	hautatu
elect	hautetsi
pick	aukeratu
pick	hautatu
pick	hautetsi
pick	jaso
select	aukeratu
opt	aukeratu
aulkira	aukeratu
step	aurizki
step	urratsbategin
antagonise	aurkaegin
clash	aurkaegin
counter	aurkaegin
feature	aurkeztu
introduce	aurkeztu
introduce	sartu
anchor	aurkeztu
contest	aurkeztu
host	aurkeztu
submit	aurkeztu
submit	entregatu
tender	aurkeztu
comeacross	aurkitu
comeacross	topatu
encounter	aurkitu
encounter	topatu
find	aurkitu
find	topatu
locate	aurkitu
trace	aurkitu
trace	trazatu
ascertain	aurkitu
ascertain	egiaztatu
discover	aurkitu
discover	desestali
uncover	aurkitu
reproach	aurpegiratu
brand	aurpegiratu
brave	aurreegin
brave	aurreeman
counteract	aurreegin
face	aurreegin
face	aurreeman
oppose	aurreegin
confront	aurreeman
aurrez	aurreeman
foresee	aurreikusi
foresee	aurrezikusi
prosper	aurreraegin
advance	aurreratu
advance	sustatu
progress	aurreratu
forestall	aurreratu
overtake	aurreratu
precede	aurretikgertatu
aurretik	aurretikgertatu
forecast	aurretikjakin
foretell	aurretikjakin
aurrez	aurretikjakin
envisage	aurrezikusi
save	aurreztu
save	gorde
save	salbatu
spare	aurreztu
spare	eskaini
conserve	aurreztu
conserve	kontserbatu
economise	aurreztu
throw	aurtiki
throw	bota
throw	jaurti
throw	tiraegin
throw	tiratu
dare	ausartu
dare	desafioegin
bite	ausiki
bite	koskegin
hitchhike	autostopegin
hitch	autostopegin
thumb	autostopegin
sue	auziajarri
process	auzipetu
process	prozesatu
import	axolaizan
import	inportatu
matter	axolaizan
garrantzitsua	axolaizan
mind	axolaizan
cover	azalajarri
cover	bozatu
cover	estali
explain	azaldu
explain	kontatu
loom	azaldu
loom	mehatxatu
accelerate	azeleratu
accelerate	bizkortu
stress	azentuatu
stress	azpimarratu
speed	azkarjoan
speed	bizkortu
precipitate	azkartu
azkura	azkartu
doctor	azpijokoaegin
azpikerian	azpijokoaegin
highlight	azpimarratu
highlight	gailendu
highlight	nabarmendu
remark	azpimarratu
remark	hitzegin
underline	azpimarratu
burrow	aztarrikaegin
examine	azterketaegin
examine	miatu
service	azterketaegin
scrutinise	aztertu
alarm	aztoratu
alarm	beldurtu
sugar	azukreztatu
preserve	babestu
preserve	mantendu
protect	babestu
safeguard	babestu
shelter	babestu
shield	babestu
sponsor	babestu
sift	bahetu
sift	eralki
sieve	bahetu
sieve	eralki
exert	bahiaatera
exert	erabili
kidnap	bahitu
abduct	bahitu
embargo	bahitu
hijack	bahitu
requisition	bahitu
sanction	baietsi
sanction	zigortu
affirm	baieztatu
assert	baieztatu
claim	baieztatu
claim	errebindikatu
claim	erreklamazioaegin
claim	eskatu
confirm	baieztatu
nod	baieztatu
authorise	baimenaeman
authorise	baimendu
entitle	baimenaeman
eskubidea	baimenaeman
entitle	izenburuaedun
license	baimenaeman
allow	baimendu
allow	laga
allow	utzi
allow	zilegitu
permit	baimendu
permit	utzi
permit	zilegitu
trespass	baimenikgabesartu
bathe	bainatu
bathe	garbitu
bath	bainatu
space	bakandu
pacify	baketu
lurch	balantzakaibili
wobble	balantzakaibili
brake	balaztatu
brake	galgatu
baldarki	galgatu
baldintzapeko	galgatu
condition	baldintzatu
serve	baliatu
serve	botilatu
serve	zerbitzatu
cost	balioizan
cancel	baliogabetu
bertan	baliogabetu
cancel	ezeztatu
annul	baliogabetu
nullify	baliogabetu
assess	balioztatu
assess	ebaluatu
assess	neurtu
evaluate	balioztatu
evaluate	ebaluatu
value	balioztatu
prezioa	balioztatu
appraise	balioztatu
rate	balioztatu
rate	iritzi
validate	balioztatu
appreciate	baloratu
appreciate	eskertu
appreciate	estimatu
appreciate	preziatu
balsa	preziatu
embalm	baltsamatu
part	banandu
part	bereizi
diverge	banandu
distribute	banatu
distribute	hainbanatu
deliver	banatu
deliver	eman
deliver	entregatu
allocate	banatu
apportion	banatu
deal	banatu
deal	tratatu
share	banatu
share	partekatu
syndicate	banatu
bandaz	banatu
calm	baretu
calm	lasaitu
relax	baretu
relax	erlaxatu
relax	lasaitu
abate	baretu
lull	baretu
muffle	baretu
quieten	baretu
barkamena	baretu
forgive	barkatu
pardon	barkatu
belong	barnekoaizan
kidea	barnekoaizan
confine	barneratu
confine	mugatu
laugh	barreegin
laugh	irriegin
giggle	barreegin
barregarri	barreegin
scatter	barreiatu
barrena	barreiatu
barricade	barrikadakegin
improvise	batbateanegin
batbatean	batbateanegin
batbatean	batbateanegin
batbateko	batbateanegin
converge	bategin
suit	batetorri
eder	batetorri
suit	moldatu
match	batetorri
kidea	batetorri
concur	batetorri
correspond	batetorri
harmonise	batetorri
conflict	batezetorri
baptise	bataiatu
dub	bataiatu
bateaz	bataiatu
join	bateratu
join	elkartu
unite	bateratu
unite	batu
average	batezbestekoaegin
assemble	batu
assemble	batzartu
assemble	bildu
assemble	birlotu
assemble	elkarretaratu
assemble	elkartu
bringtogether	batu
bringtogether	batzartu
bringtogether	bildu
bringtogether	birlotu
bringtogether	elkarretaratu
bringtogether	elkartu
gather	batu
gather	batzartu
gather	bildu
gather	birlotu
gather	elkarretaratu
gather	elkartu
gather	jaso
meld	batu
total	batu
unify	batu
eat	bazkaldu
eat	jan
lunch	bazkaldu
lunch	jan
graze	bazkatu
bait	bazkatu
reject	baztertu
reject	errefusatu
exclude	baztertu
exclude	bota
discard	baztertu
discount	baztertu
preclude	baztertu
preclude	eragotzi
preclude	galarazi
scrap	baztertu
bless	bedeinkatu
bleat	beeegin
wink	begikeinuaegin
begi	begikeinuaegin
survey	begietsi
endear	begikoegin
begirakunea	begikoegin
glance	begiratu
begiratua	begiratu
look	begiratu
look	iritzi
look	iruditu
watch	begiratu
observe	begiratu
eye	begiratu
loop	begiztaegin
discern	begiztatu
discern	hauteman
owe	beharizan
owe	zoredun
zor	zoredun
necessitate	beharizan
require	beharizan
require	eskatu
bind	behartu
bind	lotu
force	behartu
force	bortxatu
compel	behartu
exact	behartu
oblige	behartu
railroad	behartu
trip	behaztopatu
stumble	behaztopatu
recess	beheratu
descend	beheratu
descend	jaitsi
glaze	beiraztatu
vitrify	beiraztatu
envy	bekaizkeriaedun
bekaizkeria	bekaizkeriaedun
sin	bekatuegin
bekokia	bekatuegin
belakiz	bekatuegin
weed	belartxarrakkendu
belaunez	belartxarrakkendu
kneel	belaunikatu
cow	beldurtu
intimidate	beldurtu
beloz	beldurtu
blacken	belztu
black	belztu
tan	belztu
revere	beneratu
venerate	beneratu
take	berandutu
take	egin
take	eraman
take	garraiatu
take	harrapatu
take	hartu
square	berbiduraegin
square	koadratu
equalise	berdindu
equalise	parekatu
offset	berdindu
berdindu	berdindu
distinguish	bereizi
detach	bereizi
differentiate	bereizi
differentiate	diferentziatu
discriminate	bereizi
lean	bermatu
lean	jarri
support	bermatu
support	sostengatu
guarantee	bermatu
prop	bermatu
varnish	bernizatu
heat	berotu
excite	berotu
excite	hunkitu
revive	berpiztu
revive	suspertu
reanimate	berpiztu
resurrect	berpiztu
resuscitate	berpiztu
reappear	berragertu
reorganise	berrantolatu
reedit	berrargitaratu
rearm	berrarmatu
reelect	berrautatu
reexamine	berraztertu
redo	berregin
restructure	berregituratu
reconstruct	berreraiki
rebuild	berreraiki
redeem	berrerosi
recover	berreskuratu
recover	leheneratu
recover	suspertu
retrieve	berreskuratu
retrieve	leheneratu
recoup	berreskuratu
regain	berreskuratu
reissue	berrestreinatu
rerun	berrestreinatu
ratify	berretsi
increase	berretu
increase	gehitu
increase	handitu
increase	ugaldu
increase	ugaritu
rise	berretu
rise	gehitu
rise	goraegin
rise	handitu
rise	ugaldu
rise	ugaritu
advertise	berrieman
advertise	iragarri
announce	berrieman
berri	berrieman
announce	iragarri
chat	berriketanegin
jabber	berriketanegin
berriketan	berriketanegin
review	berrikusi
review	berrizpasatu
berriz	berrizpasatu
review	errepasatu
review	gainbegiratu
review	ikuskatu
overhaul	berrikusi
revise	berrikusi
restart	berrirohartu
restart	berrizhasi
berriro	berrizhasi
renew	berritu
berriz	berritu
revamp	berritu
fillup	berrizbete
insist	berrizegin
insist	ekinetaekin
play	berrizgertatu
play	interpretatu
play	jokatu
play	jolastu
reproduce	berrizgertatu
reproduce	kopiatu
reread	berrizirakurri
berriz	berrizirakurri
refill	berrizbete
replenish	berrizbete
berriz	berrizbete
berriz	berrizbete
berriz	berrizbete
berriz	berrizbete
renovate	berriztatu
integrate	bertakotu
integrate	integratu
bertan	integratu
assist	bertaratu
assist	lagundu
embrace	besarkatu
clasp	besarkatu
cuddle	besarkatu
hug	besarkatu
fill	bete
fill	brokatu
crowd	bete
accomplish	bete
accomplish	burutu
accomplish	konplitu
accomplish	lortu
fulfil	bete
fulfil	burutu
fulfil	konplitu
meet	bete
meet	burutu
meet	elkartu
meet	ezagutu
meet	konplitu
gratify	bete
satisfy	bete
satisfy	mukurubete
stuff	bete
perpetuate	betikotu
perpetuate	iraunarazi
veto	betoajarri
nap	biaoaegin
throb	bibratu
vibrate	bibratu
cruise	bidaiaegin
travel	bidaiatu
journey	bidaiatu
forward	bidali
forward	igorri
