abject	abyecto
Zambrano	Zambrano
Nejib	Nejib
Jemia	Jemia
Andú	Andú
Gibrán	Gibrán
Mami	Mami
Néjib	Néjib
Resano	Resano
Abid	Abid
InstituteofModernLanguages	InstitutodeLenguasVivas
Manouba	Manouba
SaintIsidro	SanIsidro
Guerrero	Guerrero
deMendoza	deMendoza
Bergson	Bergson
Bédier	Bédier
Segovia	Segovia
deValderrama	deValderrama
Valderrama	Valderrama
Coillure	Coillure
Unamuno	Unamuno
Valcárcel	Valcárcel
JulianilloValcárcel	JulianilloValcárcel
Benamejí	Benamejí
deMañara	deMañara
deVega	deVega
Cuellar	Cuellar
Cuéllar	Cuéllar
deCuéllar	deCuéllar
Streedagh	Streedagh
Sligo	Sligo
Kila	Kila
Donal	Donal
OKelly	OKelly
Crowley	Crowley
Jaimie	Jaimie
Carswell	Carswell
Sorcha	Sorcha
Fox	Fox
BenboProductions	BenboProductions
McClancy	McClancy
Rossclogher	Rossclogher
deCuellar	deCuellar
Banderas	Banderas
Secretsonblack	Secretossobrenegro
NGO	ONG
ABFragrances	ABFragrances
Scala	Scala
Altolaguirre	Altolaguirre
Brossa	Brossa
Chema	Chema
Madoz	Madoz
Gradolí	Gradolí
delaInfiesta	delaInfiesta
Canido	Canido
Rico	Rico
Becerra	Becerra
Arbós	Arbós
Barthe	Barthe
Matas	Matas
PapeldeAguas	PapeldeAguas
Espinosa	Espinosa
Guinjoan	Guinjoan
Halffter	Halffter
Louvre	Louvre
Hippolyte	Hippolyte
Delaroche	Delaroche
Rainer	Rainer
Rilke	Rilke
QueenSofia	ReinaSofía
Soler	Soler
Saavedra	Saavedra
Astrana	Astrana
Phyllis	Phyllis
CervantesSocietyofAmerica	CervantesSocietyofAmerica
nsula	nsula
Barataria	Barataria
delaMancha	delaMancha
Doré	Doré
Aache	Aache
AMUniversity	AMUniversity
Jehle	Jehle
Purdue	Purdue
IndianaPurdueUniversity	IndianaPurdueUniversity
Quijote	Quixote
Ormsby	Ormsby
Panza	Panza
Mey	Mey
Tomelloso	Tomelloso
CiudadReal	CiudadReal
Forradellas	Forradellas
Carreter	Carreter
Ribas	Ribas
HTML	HTML
Shelton	Shelton
FortWayne	FortWayne
Rafel	Rafel
Arráiz	Arráiz
Webislam	Webislam
Abd	Abd
alrahman	alrahman
Molera	Molera
AlAndalus	AlAndalus
Infante	Infante
Venzalá	Venzalá
Vega	Vega
Toboso	Toboso
Chichester	Chichester
UniversityofVirginia	UniversityofVirginia
Moheno	Moheno
vonderWalde	vonderWalde
Iztapalapa	Iztapalapa
Montero	Montero
Reguera	Reguera
Casasayas	Casasayas
UniversitatdelesIllesBalears	UniversitatdelesIllesBalears
Rabanales	Rabanales
ChileanAcademyofSpanishLanguage	AcademiaChilenadelaLengua
Borges	Borges
UniversityofTexasatAustin	UniversityofTexasenAustin
SanJosédeCúcuta	SanJosédeCúcuta
Mújica	Mújica
Quintana	Quintana
Tejera	Tejera
Morelos	Morelos
JohnsHopkinsUniversity	JohnsHopkinsUniversity
Valladolid	Valladolid
Guanajuato	Guanajuato
CervantesBirthplaceMuseum	MuseoCasaNataldeCervantes
Bertal	Bertal
Brangwyn	Brangwyn
Crane	Crane
Lorioux	Lorioux
Mestres	Mestres
Puig	Puig
Rosado	Rosado
Strang	Strang
Queralt	Queralt
Blanch	Blanch
delaCuesta	delaCuesta
Cuesta	Cuesta
Persiles	Persiles
Segismunda	Segismunda
Massenet	Massenet
Quichotte	Quichotte
Orson	Orson
Welles	Welles
MichiganStateUniversity	MichiganStateUniversity
WorldWideWeb	WorldWideWeb
ElPaís	ElPaís
deLoyola	deLoyola
Loyola	Loyola
RENFE	RENFE
Albacete	Albacete
Madridejos	Madridejos
Mancha	Mancha
LaMancha	LaMancha
InformationSociety	SociedaddelaInformación
Josa	Josa
Bécquer	Bécquer
GustavoABécquer	GustavoABécquer
Caparrós	Caparrós
Esperante	Esperante
Fradejas	Fradejas
Rueda	Rueda
Tomillas	Tomillas
TablanteofRicamonte	TablantedeRicamonte
delaCruz	delaCruz
Duque	Duque
Mancho	Mancho
SanlúcardeBarrameda	SanlúcardeBarrameda
Carpio	Carpio
Navarro	Navarro
Belflor	Belflor
HispanicClassics	Clásicoshispánicos
Minsheu	Minsheu
Tudor	Tudor
TeachingSpanishasaforeignlanguage	Didácticadelespañolcomolenguaextranjera
TeachingSpanish	Didácticadelespañol
ASELE	ASELE
CIEFE	CIEFE
CommonEuropeanFrameworkofReferenceforLanguages	Marcocomúneuropeodereferenciaparalaslenguas
EuropeanYearofLanguages	AñoEuropeodelasLenguas
pointed	apuntado
acerbity	acerbidad
acuity	acuidad
affability	afabilidad
agility	agilidad
alacrity	alacridad
amenity	amenidad
animality	animalidad
artificiality	artificiosidad
austerity	austeridad
authenticity	autenticidad
benignity	benignidad
bestiality	bestialidad
carnality	carnalidad
chastity	castidad
catholicity	catolicidad
celerity	celeridad
civility	civilidad
combustibility	combustibilidad
commensurability	conmensurabilidad
communicability	comunicabilidad
concavity	concavidad
confraternity	confraternidad
communicability	conmunicabilidad
corruptibility	corruptibilidad
convexity	convexidad
corporeality	corporalidad
corruptibility	corruptibilidad
credulity	credulidad
declivity	declividad
deity	deidad
docility	docilidad
duplicity	duplicidad
elasticity	elasticidad
familiarity	familiaridad
fatuity	fatuidad
ferocity	ferocidad
festivity	festividad
fragility	fragilidad
frugality	frugalidad
garrulity	garrulidad
hilarity	hilaridad
immobility	inmovilidad
importunity	importunidad
accountability	imputabilidad
incorruptibility	incorruptibilidad
incredulity	incredulidad
indignity	indignidad
indivisibility	indivisibilidad
infecundity	infecundidad
inhospitality	inhospitalidad
inhumanity	inhumanidad
jocundity	jocundidad
laxity	laxidad
leniency	lenidad
magnanimity	magnanimidad
malignancy	malignidad
mediocrity	mediocridad
modality	modalidad
modernity	modernidad
mutability	mutabilidad
nativity	natividad
obscenity	obscenidad
obscurity	obscuridad
paternity	paternidad
perpetuity	perpetuidad
principality	principalidad
probity	probidad
proclivity	proclividad
pugnacity	pugnacidad
rapacity	rapacidad
refrangibility	refrangibilidad
rotundity	rotundidad
rusticity	rusticidad
solemnity	solemnidad
sublimity	sublimidad
taciturnity	taciturnidad
temerity	temeridad
tenacity	tenacidad
transmutability	transmutabilidad
triplicity	triplicidad
urbanity	urbanidad
virginity	virginidad
volubility	volubilidad
voracity	voracidad
wait	espera
waiting	alaespera
cartilaginous	cartilaginoso
cavalier	caballero
characterologic	caracterológico
chlorotic	clorótico
coprophagous	coprófago
calcicolous	calcícolo
congenital	congénito
contrapositive	contrapositivo
declaratory	declarativo
decorous	decoroso
denigratory	denigratorio
assertoric	asertórico
anemophilous	anemófilo
antimicrobic	antimicrobiano
autotrophic	autótrofo
basophile	basófilo
acquisitive	adquisitivo
aluminothermic	aluminotérmico
dilatory	dilatorio
diploic	diploico
disadvantaged	desfavorecido
disjoint	disjunto
halophilic	halófilo
haplic	háplico
homomorphic	homomórfico
homothetic	homotético
homotopic	homotópico
hydromorphic	hidromórfico
hygrophilous	higrófilo
hypostyle	hipóstilo
hypotactic	hipotáctico
idiomorphic	idiomorfo
innominate	innominado
interosseous	interóseo
isochronal	isócronal
desinential	desinencial
diastyle	diástilo
deverbative	deverbativo
dasymetric	dasimétrico
delimitable	delimitable
arenicolous	arenícola
argotic	argótico
paronymic	paronímico
platykurtic	platicúrtico
polleniferous	polinífero
isochronous	isócrono
payable	pagable
nomothetical	nomotético
calcifugal	calcifugo
coplanar	coplanar
thermoelectronic	termoelectrónico
ugandan	ugandano
petroferric	petroférrico
phonostylistic	fonoestilístico
commensurable	conmensurable
conoidal	conoidale
contactable	localizable
deferential	deferente
depreciable	amortizable
discountable	descontable
displayable	visualizable
incommutable	inconmutable
vain	vano
wagnerian	wagneriano
uninhabited	deshabitado
xerophilous	xerófilo
homomorphic	homomórfico
toxigenic	toxigénico
testamentary	testamentario
tetartohedral	tetartoédrico
shamanistic	chamánico
semasiological	semasiológico
surreptitious	subrepticio
syllogistic	silogístico
sympatric	simpátrico
synergetic	sinérgico
triadic	triádico
sclerophyllous	esclerófilo
segmentary	segmentario
psychofarmacological	psicofarmacológico
farmacological	farmacológico
psychosomatic	psicosomático
psychotechnical	psicotécnico
somatopsychic	somatopsíquico
spartan	espartano
sumptuary	suntuario
tautophonic	tautofónico
tautosyllabic	tautosilábico
unanchored	sinapoyo
uninsurable	noasegurable
unipotent	unipotente
univariant	univariante
thermosetting	termoendurecible
selflubricating	autolubricante
sunless	sinsol
toothless	sindientes
trailing	final
scrollable	desplazable
selfcentering	autocentrado
subscapular	subescapular
suffixal	sufijal
summable	sumable
technoenvironmental	tecnoambientale
specifiable	especificable
sphenoidal	esfenoidal
twophase	endosfases
unchanged	sincambios
heterosyllabic	heterosilábico
interparadigmatic	interparadigmático
membranous	membranoso
metacarpial	metacarpiano
metacentric	metacéntrico
morphometric	morfométrico
necrophagous	necrófago
neologistical	neológico
amitotic	amitótico
amorphous	amorfo
apterous	áptero
atomistic	atomístico
bituminous	bituminoso
bluish	azulado
heliophilic	heliofílico
isoclinic	isoclínico
isogonic	isogónico
lactiferous	lactífero
lexematic	lexemático
liberian	liberiano
leptokurtic	leptocúrtico
leonine	leonino
monadic	monádico
unsuitable	inadecuado
siberian	siberiano
stenometopic	stenometópico
strombolian	estromboliano
saxicolous	saxícolo
saprophagous	saprófago
rhodic	ródico
rogatory	rogatorio
rhapsodic	rapsódico
protogenic	protogénico
pretonic	pretónico
preformulated	preformulado
prothetic	protésico
plutocratic	plutocrático
plutonic	plutónico
plenipotentiary	plenipotenciario
plebiscitary	plebiscitario
phytophagous	fitófago
paralinguistic	paralingüístico
palatographic	palatográfico
orthognathic	ortognático
oligotrophic	oligotrófico
obstructive	obstructivo
morphometric	morfométrico
subclavian	subclavio
parasitical	parasitario
poikilothermic	poiquilotermo
photoelectrochemical	fotoelectroquímico
neurophysical	neurofísico
neutrophile	neutrófilo
nitrophilous	nitrófilo
metopic	metópico
mesophilous	mesófilo
meromorphic	meromorfo
choropletic	coropletico
dystrophic	distrófico
inconvertible	inconvertible
inculpable	inculpable
indeterminable	indeterminable
monostable	monoestable
navigable	navegable
attachable	embargable
birefringent	birrefringente
educable	educable
equipollent	equipolente
expandable	ampliable
prescriptible	prescriptible
producible	producible
periclinal	periclinale
permutable	permutable
remanent	remanente
paraphernal	parafernale
monopolistic	monopolizador
bathyal	batial
distributional	distribucional
acrosomal	acrosomal
mammillary	mamilar
prefixal	prefijal
trirectangular	trirectangular
unimodular	unimodular
mongolian	mongol
limit	acotar
supporting	acreditativo
supporting	deapoyo
DSL	ADSL
DSL	DSL
ADSL	ADSL
attachésoffice	agregaduría
alzheimer	alzheimer
alzheimer	alzheimer
alzheimer	alzheimer
andalusian	andalusí
Andalusian	andalusí
anteriority	anterioridad
previously	conanterioridad
anthological	antológico
apocalypse	apocalipsis
apocalypse	apocalipsis
apocalypse	apocalipsis
araboandalusian	arábigoandaluz
araboandalusian	arábigoandaluz
retailer	minorista
retail	minorista
CNE	CNE
boardofdirectors	consejodeadministración
governmentprocurement	contrataciónadministrativa
contracting	contratación_contractingD
contracting	contratación_hiring
DirectorateGeneralforEnergyandMines	DirecciónGeneraldePolíticaEnergéticayMinas
gas	gasista
advisorycouncil	consejoconsultivo
advisoryboard	consejoconsultivo
reply	contestación
trading	comercial_trading
tradingcompany	comercializador
tradingcompany	comercializador
settlement	liquidación_settlementD
liquidation	liquidación_liquidation
nonpayment	impago
CastileLaMancha	CastillaLaMancha
CastileLaMancha	CastillaLaMancha
Alcalá	Alcalá
AlcaládeHenares	AlcaládeHenares
environment	medioambiente
oil	petrolífero
nanomaterial	nanomaterial
ElectricityAB	CCdelaElectricidad
HydrocarbonsAB	CCdeHidrocarburos
ElectricityAdvisoryBoard	ConsejoConsultivodelaElectricidad
HydrocarbonsAdvisoryBoard	ConsejoConsultivodeHidrocarburos
pressrelease	comunicadodeprensa
LPGconsumer	consumidordeGLP
LPGconsumer	consumidordeGLP
ConsProdOilMarket	ConsProdPetrolíferos
legalnotice	avisolegal
body_ente	ente
lookafter_velarpor	velarpor_lookafterD
watchover_velarpor	velarpor_watchover
watchover_vigilarD	vigilar_watchover
watch_velar	velar
argumentative	argumentativo
act_obrar	obrar_actD
work_obrar	obrar_work
authority_potestad	potestad
preliminarydraft	anteproyecto
MinistryoftheTreasury	MinisteriodeHacienda
inlandrevenue	hacienda_inlandrevenueD
property_hacienda	hacienda_property
reference_remisión	remisión
govern_regir	regir
mandatory	obligatorio_mandatory
prescriptive	preceptivo
preceptively	preceptivamente
entrust_encomendar	encomendar
deficiency	deficiencia
subjection	sujeción
inaccordancewiththeregulations_reglamentariamente	reglamentariamente
inaccordancewiththeregulations	reglamentariamente
arouse_suscitar	suscitar
remuneration	remuneración
appearance_comparecencia	comparecencia
ascription	adscripción
FernándezRozado	FernándezRozado
PeónTorre	PeónTorre
AbadCorrales	AbadCorrales
SánchezdeTembleque	SánchezdeTembleque
SamaniegoGuerra	SamaniegoGuerra
GómezdeBarreda	GómezdeBarreda
AvedilloCarretero	AvedilloCarretero
SalinaslaCasta	SalinaslaCasta
organisationchart	organigrama
deputydirector	subdirector
deputydirector	subdirector
office_secretaría	secretaría_officeD
secretariat_secretaríaD	secretaría_secretariat
assistantsecretary	vicesecretario
assistantsecretary	vicesecretario
vicesecretary	vicesecretario
vicesecretary	vicesecretario
compensation_compensaciónD	compensación
management_gerencia	gerencia
refining_refino	refino
email	correoelectrónico
emailaddress	direccióndecorreoelectrónico
financing	financiación_financing
royaldecree	realdecreto
royaldecree	decretoreal
prescription_prescripciónD	prescripción
BOE	BOE
OJEU	DOUE
OfficialJournaloftheEuropeanUnion	DiarioOficialdelaUniónEuropea
reward_retribuir	retribuir
advice_asesoramiento	asesoramiento
referee_colegiado	colegiado
referee	colegiado
collegiate_colegiado	colegiado
collegiate_colegialD	colegial_collegiate
school_colegial	colegial_schoolD
collegiatebody	órganocolegiado
constitutive	constitutivo
standingcommittee	comisiónpermanente
auditory	auditivo
asturian	asturiano
Asturian	asturiano
Asturian	asturiano
born_nato	nato
both	sendos
operatingcapacity	operatividad
whaling	ballenero
whaler	ballenero
patrol	patrullero
patrolboat	patrullero
criminal_delictivo	delictivo
reservist	reservista
DefenceStaff	EstadoMayordelaDefensa
SpanishArmy	EjércitodeTierra
SpanishNavy_Armada_españolaD	Armadaespañola
SpanishAirForce	EjércitodelAire
horse	caballar
report_reportaje	reportaje
tolerance	tolerancia
diploma	diploma
granting	concesión_grantingD
concession	concesión_concession
legislation_ordenamiento	ordenamiento_legislationD
arranging	ordenamiento_arranging
lectern	atril
baroque	barroco
baroque	barroco
battle	batallar
brazilian	brasilero
Brazilian	brasilero
attract_captar	captar_attractD
capture_captar	captar_capture
conch	caracola
Cervantism	cervantismo
Cervantist	cervantista
contextualise	contextualizar
skill_destreza	destreza
spread_difundir	difundir
teaching_docencia	docencia
Slovak	eslovaco
Slovak	eslovaco
slovakian	eslovaco
haveaconversation	dialogar_haveaconversationD
talk_dialogar	dialogar_talk
enjoy_gozar	gozar
prolific	prolífico
appear_figurar	figurar
disability_discapacidad	discapacidad
signatory	firmante_signatoryD
signer	firmante_signer
exempt	eximir
issue_expedir	expedir
quixotism	quijotismo
health_sanidad	sanidad
impart	impartir_impart
give_impartir	impartir_giveD
Hispanism	hispanismo
hispanist	hispanista
ideal_idóneo	idóneo
unforgettable	inolvidable
greet_cumplimentar	cumplimentar_greet
congratulate_cumplimentar	cumplimentar_congratulate
fillin_cumplimentar	cumplimentar_fillin
fillin_rellenarD	rellenar_fillin
fill_cumplimentar	cumplimentar_fillD
indetail_detalladamente	detalladamente
origin_procedencia	procedencia
inaugural	inaugural_inauguralD
opening_inaugural	inaugural_opening
opening_deaperturaD	deapertura
degree	titulación
socialgathering_tertulia	tertulia
socialgathering_encuentrosocialD	encuentrosocial
gathering	reunión_gathering
gathering	creciente_gathering
tamarind	tamarindo
Sufism	sufismo
subaddress	subdirección_subaddress
subdirectorate	subdirección_subdirectorateD
subdepartment_subdirección	subdirección_subdepartment
subdepartment_subdepartamentoD	subdepartamento
semiformal	semiformal
semiformal	semiformal
literarycircle	tertulialiteraria
radiotalkshow	tertuliaradiofónica
recital	recital
poetryreading	recitaldepoesía
radiophysics	radiofísico
radiophysics	radiofísica
promotional	promocional
prologue	prólogo_prologueD
foreword_prólogo	prólogo_foreword
enabler_posibilitador	posibilitador
enabler	posibilitador
enabler_habilitadorD	habilitador
enabler	habilitador
enabling_posibilitador	posibilitador
enabling_habilitante	habilitante
enabling_habilitadorD	habilitador
enabling	capacitación_enabling
police_policíaco	policíaco
police	policiaco
multilingual_plurilingüe	plurilingüe
customise	personalizar
hobby_pasatiempo	pasatiempo
parenthesis	paréntesis_parenthesis
parenthesis	paréntesis
bracket	paréntesis_bracketD
bracket	paréntesis
relate_narrar	narrar_relate
tell_narrar	narrar_tell
monograph_monográfico	monográfico
monographic	monográfico
maternal_materno	materno
Spanishlanguage	lenguaespañola
scoreboard	marcador_scoreboard
score_marcador	marcador
score	marcador_score
marker_marcadorD	marcador
marker	marcador_markerD
scorer_marcador	marcador
scorer	marcador_scorer
bookmark_marcador	marcador_bookmark
bookmark	marcapáginas
bookmark_marcapáginasD	marcapáginas
mastery	maestría
lipogram	lipograma
levy	levar
weighanchor	levaranclas
leonese	leonés
Leonese	leonés
Leonese	leonés
itinerary	itinerario
interuniversity	interuniversitario
intermittence	intermitencia
mediate_intermediar	intermediar
mediate_mediarD	mediar_mediateD
invaluable_inestimableD	inestimable_invaluableD
inestimable	inestimable_inestimable
apparatus	aparato_apparatus
basin_cuencaD	cuenca_basinD
basin_lavabo	lavabo_basin
Cuenca	Cuenca
washbasin	lavamanos
washbasin	lavamanos
washbasin	lavamanos
berry	baya
brass	latón
cart_carro	carro_cart
cart_carretaD	carreta
collar	cuello_collar
cork	corcho
Cork	Cork
cushion	cojín
cushion	acolchar_cushion
electric	eléctrico
loud	fuerte_loud
middle_medioD	medio_middle
middle_cintura	cintura_middle
inthemiddledistance	amediadistancia
middle	medio_middle
middleaged	demedianaedad
middlesized	detamañomedio
middleoftheroad	moderado_middleoftheroad
moderate	moderado_moderateD
paste_pastaD	pasta
paste	pegar_paste
fishpaste	patédepescado
meatpaste	patédecarne
tomatopaste	concentradodetomate
paste_paté	paté_paste
plow	labrar
plow	arado
plough	arado
porter	portero
porter	portero_porter
goalkeeper	portero
goalkeeper	portero_goalkeeperD
concierge	conserje
selfish	egoísta_selfishD
spade	pala
spade_espadaD	espada_spade
spade_pica	pica_spadeD
pike	pica_pikeD
pike	pica
shovel	pala_shovelD
stiff	rígido_stiff
till	caja
till	cultivar_till
alphabetically	alfabéticamente
antiaircraft	antiaéreo
antiaircraft	antiaéreo
airtoair	aireaire
antiballistic	antibalístico
antiballistic	antibalístico
commissioner_comisionado	comisionado
commissioner	comisionado
activation	activación
secondlieutenant	alférez
antarctic	antártico
andean	andino
Andean	andino
Andean	andino
rearadmiral	contralmirante
rearadmiral	contralmirante
euroatlantic	euroatlántico
euroatlantic	euroatlántico
training_adiestramiento	adiestramiento
antitank_contracarro	contracarro
antitank_contracarro	contracarro
antitank_antitanqueD	antitanque
antitank_antitanqueD	antitanque
counterintelligence	contrainteligencia
counterintelligence	contrainteligencia
armoured_acorazado	acorazado
battleship	acorazado
dissimilar	disímil
supply_abastecimiento	abastecimiento_supplyD
supplying	abastecimiento_supplying
squadron_escuadrilla	escuadrilla
squadron_escuadrónD	escuadrón
countermeasure	contramedida
countermeasure	contramedida
anticountermeasure	anticontramedida
drugaddiction	drogadicción
airmobile	aeromóvil
feeding	alimentación_feedingD
diet_alimentación	alimentación_diet
supply_alimentación	alimentación_supply
missilelauncher	lanzamisiles
missilelauncher	lanzamisiles
missilelauncher	lanzamisiles
selfpropelled	autopropulsado
underwater_subacuático	subacuático
airtoground	airetierra
fraternity_fraternidadD	fraternidad_fraternityD
fraternity_hermandad	hermandad_fraternityD
brotherhood	hermandad_brotherhood
sisterhood	hermandad_sisterhood
Croat	croata
croatian	croata
homesickness	morriña_homesicknessD
nostalgia_morriña	morriña_nostalgia
fryingpan	sartén
edgeawayfrom	alejarsepocoapocode
moveaway_apartarD	apartar_moveaway
moveaway_alejarse	alejarse
moveaway_alejar	alejar
fireon	dispararsobre
fireoff	disparar
firealarm	alarmacontraincendios
livecoverage	transmisiónendirecto
livecoverage	coberturaendirecto
liveupdate	actualizaciónendirecto
bailout	rescate_bailout
respite	respiro_respite
breath_respiro	respiro_breath
break_respiro	respiro_breakD
wield_ejercerD	ejercer_wield
wield_blandir	blandir_wield
brandish	blandir_brandishD
turmoil	confusión_turmoil
downcast	alicaído
stampede	estampida
cambodian	camboyano
Cambodian	camboyano
Cambodian	camboyano
aftermath	consecuencia
aftermath	consecuencia
intheaftermath	enelperiodoposterior
intheimmediateaftermath	enelperiodoinmediatamenteposterior
shortfall	déficit_shortfall
becomeangry	enfadarse_becomeangry
getangry_enfadarseD	enfadarse_getangryD
anger_enfadarD	enfadar
becomeinterested	interesarse_becomeinterested
interest_interesarse	interesarse_interestD
askafter_interesarse	interesarse_askafter
askafter_preguntarporD	preguntarpor
feud	contienda_feud
feud	contender_feud
contend	contender_contendD
enigmatic	enigmático
grotto	gruta
vagrant	vagabundo
vagrant	vagabundo_vagrantD
tramp	vagabundo
tramp	vagabundo_tramp
monstrous	monstruoso
fighterjet	avióndecombate_fighterjetD
quit_abandonar	abandonar_quit
quit_dimitir	dimitir_quit
quit_dejarD	dejar_quit
putoff	disuadir_putoff
putoff	aplazar_putoff
deter	disuadira
volunteer	voluntario
volunteer	voluntario
lunchtime	horadecomer
impostor	impostor
impostor	impostor
imposter	impostor
taliban	talibán
Taliban	talibán
Taliban	talibán
laity	laicado
negotiator	negociador
negotiator	negociador
nato	delaOTAN
archive	archivo_archiveD
cartoon_historietaD	historieta
cartoon_dibujosanimados	dibujosanimados
cartoon	dibujosanimados
quiz	concurso_quiz
sudoku	sudoku
podcast	podcast
Olympics	olimpiada_Olympics
olympicgame_juegosolímpicos	juegosolímpicos
browse	explorar_browse
crossword	crucigrama
lure	señuelo_lure
lure	engañar_lure
meningitis	meningitis
meningitis	meningitis
meningitis	meningitis
jab	pinchazo_jab
prick	pinchazo_prickD
jab	pinchar_jab
prick	pinchar_prick
sceptic	escéptico
sceptic	escéptico
gravel_gravaD	grava
gravel_gravilla	gravilla
villain	villano
villain	villano
inbox	bandejadeentrada
expire	expirar
handheld	demano
handheld	demano
rediscover	redescubrir
favourite	favorito
favourite	favorito
voucher	vale
app	aplicación
log	registro_log
dud	inutilidad_dud
dud	falso_dud
uselessness	inutilidad_uselessnessD
uselessness	inutilidad_uselessnessD
uselessness	inutilidad
futility_inutilidadD	inutilidad_futility
futility_futilidad	futilidad
triviality_trivialidadD	trivialidad
unseasonably	fueradetemporada_unseasonably
unofficial_extraoficial	extraoficial_unofficialD
offtherecord	extraoficial_offtherecord
briefing	sesióninformativa
paedophile	pedófilo
paedophile	pedófilo
retaliation	represalia_retaliation
donor	donante
outrageous	indignante
hike	caminata_hike
hike	irdeexcursión
hikeup	aumentar_hikeup
reunite	reunir_reunite
bespoke	amedida
custommade	hechoamedida
slur	calumnia_slur
slander	calumnia_slanderD
slander	calumniar_slanderD
porn	porno
probation	libertadcondicional
killer	asesino
killer	asesino_killer
migrant	nómada_migrant
upload	cargar_upload
soulmate	almagemela
boo	abucheo
boo	abuchear
lobbying	cabildeo
slot	ranura
plaque	placa_plaque
populariser	divulgador
populariser	divulgador
popularising	divulgador
tolerable	tolerable
release_desprender	desprender_release
giveoff_desprender	desprender_giveoffD
giveoff_emitirD	emitir_giveoff
giveoff_despedir	despedir_giveoff
giveoff_desprenderse	desprenderse_giveoffD
comeoff_desprenderse	desprenderse_comeoff
comeoff_salirD	salir_comeoff
comeoffwell	salirganando_comeoffwellD
comeoffbest	salirganando_comeoffbest
comeoffbadly	salirperdiendo_comeoffbadlyD
comeoffworst	salirperdiendo_comeoffworst
loseout	salirperdiendo_loseout
rescuer	salvador
rescuer	salvador_rescuer
saviour	salvador
saviour	salvador_saviourD
bonanza	bonanza
angst	angustia_angst
setofffor_salirhacia	salirhacia
setoffagainst	deducir_setoffagainst
setofffor_salirD	salir_setofffor
setoff	activar_setoff
activate	activar_activateD
beuptome	dependerdemí
beuptoyou	dependerdeti
beuptous	dependerdenosotros
beuptothem	dependerdeellos
reactive	reactivo
eject_expulsarD	expulsar_eject
eject_eyectar	eyectar
spectre	espectro_spectre
plummet	plomada
plummet	desplomarse_plummet
countdown	cuentaatrás
bold	negrita_bold
bold	intrépido_bold
intrepid	intrépido_intrepidD
protester	manifestante_protester
glamourous	glamuroso_glamourousD
glitzy_glamuroso	glamuroso_glitzy
glitzy_deslumbranteD	deslumbrante_glitzy
dazzling	deslumbrante_dazzlingD
coalmine	minadecarbón
coalmine	minadecarbón
warring	enguerra
backtrack	retroceder_backtrack
beback	estardevuelta
seeker	buscador
seeker	buscador
homelessness	faltadevivienda
homelessness	faltadevivienda
homelessness	faltadevivienda
needy	necesitado
pensioner	pensionista
snowfall	nevada
forecaster	meteorólogo
forecaster	meteorólogo_forecaster
weatherforecaster	meteorólogo
weatherforecaster	meteorólogo_weatherforecaster
politicalforecaster	analistapolítico
economicforecaster	analistaeconómico
revamp	renovar_revamp
Hindi	hindi
star	protagonizar
splurge	derroche_splurge
filler	relleno_filler
filling_rellenoD	relleno_fillingD
slideshow	presentacióndediapositivas
disused	abandonado_disused
scrutiny	escrutinio
walkout	huelga_walkout
pointy	puntiagudo_pointy
anglican	anglicano
Anglican	anglicano
Anglican	anglicano
renovate	renovar_renovate
timeless	intemporal_timelessD
PObox	apartadodecorreos
PObox	apartadopostal
weary	cansado_weary
weary	cansar_weary
tire_cansarD	cansar_tireD
tire_cansarse	cansarse_tire
gettired	cansarse_gettiredD
lofty	elevado
belltower	campanario
belltower	campanario
pencil	dibujar_pencil
loveliness	hermosura_loveliness
beauty_hermosura	hermosura_beautyD
falling	endescenso
wrong	injusticia_wrong
ugliness	fealdad
edifice	edificio_edifice
norest	sindescanso
shovel	palear
canal	canal_canal
smite	golpear_smite
twilight	crepúsculo_twilightD
twilight	crepuscular
toil	trabajoduro_toil
toil	trabajarduro_toil
hardwork	trabajoduro_hardworkD
workhard	trabajarduro_workhardD
behardatwork	estartrabajandoduro
compassionate	compasivo_compassionateD
sympathetic_comprensivoD	comprensivo_sympathetic
understanding	comprensivo_understandingD
facade	fachada
gracious	gentil_gracious
graciousliving	vidarefinada
scroll	rollo_scroll
scrolling	desplazamiento_scrolling
scrolldown	desplazarhaciaabajo
scrollup	desplazarhaciaarriba
leafy	frondoso
airily	alaligera_airilyD
hastily_alaligera	alaligera_hastily
lightly_alaligera	alaligera_lightly
hastily_precipitadamenteD	precipitadamente
whiteness	blancura
plumed	plumado
robed	togado
exultant_exultanteD	exultante_exultantD
exulting	exultante_exulting
evanescent	evanescente
lifeless	inerte_lifeless
yearning	anhelo_yearning
longing	anhelo_longingD
longfor_anhelarD	anhelar_longforD
yearnfor_anhelarD	anhelar_yearnfor
longfor_ansiar	ansiar_longforD
yearnfor_ansiar	ansiar_yearnfor
yearn	ansiar_yearn
seminude	semidesnudo_seminudeD
halfnaked	semidesnudo_halfnaked
semidarkness	semioscuridad
semidarkness	semioscuridad
bloody_sangrientoD	sangriento
bloody_ensangrentado	ensangrentado_bloody
bloodstained	ensangrentado_bloodstainedD
cab_taxiD	taxi
cab_cabina	cabina_cab
cabdriver	taxista
deservedly	merecidamente
flair_instinto	instinto_flair
flair_estiloD	estilo_flair
shakeup	reorganizar_shakeup
shakeup	reorganización_shakeup
obsessed	obsesionado
glib_simplistaD	simplista_glib
glib_demuchalabia	demuchalabia
