2-faces	2-caras
shady	sombreado
shake	sacudir
shaky	tambaleante
shambles	ruinas
shamefully	vergonzosamente
shamefulness	vergüenza
shameful	vergonzoso
shameless	desvergonzado
shamelessly	desvergonzadamente
shamelessness	desvergüenza
shame	vergüenza
sham	impostor
shark	tiburón
sharp	afilado
sharply	bruscamente
shatter	destrozar
shemale	transexual
shimmer	brillo
shimmering	reluciente
shine	brillo
shiny	brillante
shipwreck	naufragio
shirk	eludir
shirker	gandul
shit	mierda
shiver	tiembla
shock	choque
shocked	conmocionado
shocking	chocante
shockingly	espantosamente
shoddy	pacotilla
shortage	escasez
shortcoming	defecto
shortcomings	deficiencias
short-lived	efímero
shortness	falta
shortsighted	miope
shortsightedness	miopía
showdown	confrontación
shrew	musaraña
shriek	chillido
shrill	estridente
shrilly	estridente
shrivel	encoger
shrouded	envuelto
shroud	mortaja
shunned	rechazado
shun	rehuir
sicken	enfermar
sick	enfermo
sickeningly	repugnantemente
sickening	nauseabundo
sickly	enfermizo
sickness	enfermedad
sidetrack	apartadero
sidetracked	desviarse
siege	cerco
significant	significativo
silent	silencioso
silly	tonto
simpler	sencillo
simplified	simplificado
simplifies	simplifica
simplifying	simplificando
simplify	simplificar
simplistically	simplista
simplistic	simplista
sincerely	sinceramente
sincere	sincero
sincerity	sinceridad
sinfully	pecaminosamente
sinful	pecaminoso
sinisterly	siniestramente
sinister	siniestro
sink	fregadero
sinking	hundimiento
sin	pecado
skeletons	esqueletos
skeptical	escéptico
skeptically	escepticismo
skeptic	escéptico
skepticism	escepticismo
sketchy	incompleto
skilled	entrenado
skillful	hábil
skillfully	hábilmente
skill	habilidad
skimpy	escaso
skinny	flaco
skittish	asustadizo
slack	flojo
slander	difamación
slanderer	calumniador
slanderous	calumnioso
slanderously	blasfemados
slanders	calumnias
slap	bofetada
slashing	roza
slaughtered	sacrificados
slaughter	masacre
slave	esclavo
slaves	esclavos
sleazy	sórdido
sleek	pulcro
slick	mancha
slime	limo
sloppily	descuidadamente
sloppy	descuidado
slothful	perezoso
sloth	pereza
slowed	ralentizado
slow	lento
slowly	despacio
slug	babosa
sluggish	lento
slump	depresión
slur	calumnia
slut	puta
sluts	zorras
sly	astuto
smack	golpe
smart	inteligente
smartly	inteligentemente
smear	frotis
smelled	olido
smelling	oliendo
smell	olor
smells	olores
smelly	maloliente
smelt	olido
smile	sonrisa
smiles	sonrisas
smilingly	sonriendo
smiling	sonriente
smitten	prendado
smoke	humo
smoldering	latente
smoothes	alisa
smooth	liso
smoothly	suavemente
smother	ahogar
smouldering	latente
smudged	manchado
smudge	mancha
smudges	manchas
smug	presumido
smut	tizón
smutty	tiznado
snagged	enganchado
snagging	enganches
snag	pega
snags	inconvenientes
snappish	brusco
snappishly	brusquedad
snappy	rápido
snare	lazo
snarl	gruñido
snazzy	elegante
sneak	furtivo
sneaky	furtivo
sneer	burla
sneering	despreciativos
sneeringly	burlonamente
snobbish	snob
snobby	snob
snub	desaire
soapy	jabonoso
sobering	aleccionadora
sober	sobrio
sob	sollozo
soft	suave
solace	solitud
solemn	solemne
solicitously	solícita
solicitous	solícito
solicitude	solicitud
solidarity	solidaridad
solid	sólido
somber	sombrío
soothe	calmar
sophisticated	sofisticado
sore	llaga
sorely	muy
soreness	dolor
sorrow	dolor
sorrowfully	tristemente
sorrowful	triste
sorry	triste
soulful	sentimental
soundly	sólidamente
soundness	solvencia
sour	agrio
sourly	acritud
spacious	espacioso
spade	pala
spank	azotar
sparkle	brillo
spectacular	espectacular
spectacularly	espectacularmente
speedily	rápidamente
speedy	veloz
spellbinding	fascinante
spellbound	hechizado
spendy	caro
spew	arrojar
spewed	vomitado
spewing	vomitando
spews	arroga
spilling	derramando
spinster	solterona
spirited	enérgico
spiritual	espiritual
spitefully	malévolamente
spiteful	malévolo
spitefulness	malevolencia
splatter	salpicadura
splendid	espléndido
splendidly	espléndidamente
splendor	esplendor
split	división
splitting	división
spoilage	deterioro
spoiled	estropeado
spoil	estropear
spoils	botín
spontaneous	natural
spook	espectro
spookier	fantasmagóricos
spooky	fantasmal
spoon-feed	mimar
sporadic	esporádico
sporty	deportivo
spotless	inmaculado
spotty	manchado
sprightly	animado
spurious	espurio
spurn	desdeñar
sputter	chisporroteo
squabble	disputa
squabbling	disputas
squander	tiempo
squash	calabacín
squeak	chirrido
squeaks	chirridos
squeaky	chirriante
squeal	chillido
squealing	chillido
squeals	chillidos
squirm	retorcerse
stability	estabilidad
stabilize	estabilizar
stable	estable
stab	puñalada
stagnant	estancado
stagnate	estancarse
stagnation	estancamiento
staid	serio
stainless	inoxidable
stain	mancha
stains	manchas
stalemate	estancamiento
stale	viciado
stall	establo
stalls	establos
stammer	balbuceo
stampede	estampida
standout	destacado
standstill	paralización
starkly	crudamente
stark	rígido
startle	asustar
startling	asombroso
startlingly	sorprendentemente
starvation	inanición
stately	majestuoso
state-of-the-art	puntera
static	estático
statuesque	estatuario
staunch	firme
staunchly	incondicionalmente
steadfast	firme
steadfastly	firmemente
steadfastness	firmeza
steadiness	firmeza
steady	firme
stealing	robo
steal	robar
steals	robos
steep	empinado
steeply	abruptamente
stellar	estelar
stench	hedor
stereotype	estereotipo
stereotypical	estereotipada
stereotypically	típico
stern	popa
stew	estofado
sticky	pegajoso
stiff	endurecer
stiffness	rigidez
stifle	ahogar
stiflingly	insoportablemente
stifling	sofocante
stigma	estigma
stigmatize	estigmatizar
stimulate	estimular
stimulates	estimula
stimulating	desafiante
stimulative	estimulante
stinging	escozor
sting	picadura
stingy	tacaño
stink	hedor
stinks	apesta
stodgy	pesado
stole	estola
stolen	robado
stooges	chiflados
stooge	secuaz
stormy	tempestuoso
straggle	rezagarse
straggler	rezagado
straighten	directamente
straightforward	sencillo
strained	tenso
straining	esfuerzo
strain	tensión
strange	extraño
strangely	extrañamente
stranger	desconocido
strangle	estrangular
streaky	entreverado
streamlined	aerodinámico
strenuous	agotador
stresses	tensiones
stress	estrés
stressful	estresante
stricken	afligido
strict	estricto
strictly	estrictamente
strident	estridente
stridently	estridentemente
strife	contienda
strike	huelga
striking	llamativo
strikingly	sorprendentemente
stringently	rigurosamente
stringent	riguroso
striving	esfuerzos
strong	fuerte
struggled	luchado
struggle	lucha
struggles	luchas
struggling	luchando
strut	puntal
stubbornly	tercamente
stubbornness	testarudez
stubborn	obstinado
stumbled	tropezado
stumbles	tropieza
stumble	tropezón
stumped	sacado
stump	muñón
stumps	tocones
stun	aturdir
stunned	aturdido
stunningly	sensacionalmente
stunning	maravilloso
stunted	enano
stunt	truco
stupendous	estupendo
stupendously	estupendamente
stupidest	estúpida
stupid	estúpido
stupidity	estupidez
stupidly	estúpidamente
stupor	estupor
sturdy	robusto
stuttered	tartamudeado
stuttering	tartamudeo
stutters	tartamudea
stutter	tartamudeo
stylish	elegante
stylishly	elegantemente
stylized	estilizado
stymied	obstaculizado
sty	pocilga
suave	afable
subdued	suave
subjected	sometido
subjection	sujeción
subjugate	subyugar
submissive	sumiso
subordinate	subordinado
subpoena	citación
subpoenas	citaciones
subservience	subordinación
subservient	subordinado
subsidized	subvencionado
subsidizes	subvenciona
subsidize	subvencionar
subsidizing	subvencionar
substandard	deficiente
substantive	sustantivo
subtract	sustraer
subversion	subversión
subversively	subversivamente
subversive	subversivo
subvert	subvertir
succeed	éxito
succes	éxito
successes	éxitos
success	éxito
successful	exitoso
succumb	sucumbir
suck	chupar
sucked	aspirado
sucker	ventosa
sucks	chupa
sue	demandar
suffered	sufrido
sufferers	enfermos
sufferer	víctima
suffering	sufrimiento
suffers	sufre
suffer	sufrir
suffice	baste
sufficed	bastado
suffices	suficiente
sufficiently	suficientemente
sufficient	suficiente
suffocate	sofocarse
sugar-coated	azucarado
sugar-coat	endulzar
suicidal	suicida
suicide	suicidio
suitable	adecuado
sullen	hosco
sully	manchar
sumptuously	suntuosamente
sumptuousness	suntuosidad
sumptuous	suntuoso
sunken	hundido
sunk	hundido
superbly	magníficamente
superb	magnífico
superficiality	superficialidad
superficially	superficialmente
superfluous	superfluo
superiority	superioridad
superstition	superstición
superstitious	supersticioso
super	súper
supple	flexible
support	apoyo
supported	apoyado
supporter	partidario
supporting	apoyando
supports	soportes
suppression	supresión
suppress	suprimir
supremacy	supremacía
supremely	supremamente
supreme	supremo
supurb	increíble
supurbly	increíblemente
surpass	superar
surreal	surrealista
surrender	rendición
survival	supervivencia
survivor	sobreviviente
susceptible	probablemente
suspect	sospechoso
suspicion	sospecha
suspicions	sospechas
suspicious	suspicaz
sustainability	sostenibilidad
sustainable	sostenible
swagger	contoneo
swamped	inundado
swank	presumir
swanky	ostentoso
sweaty	sudoroso
sweeping	general
sweet	dulce
sweeten	dulce
sweetheart	novio
sweetly	dulcemente
sweetness	dulzura
swelled	engrosado
swelling	hinchazón
swiftness	rapidez
swift	rápido
swindle	estafa
swollen	hinchado
symptom	síntoma
symptoms	síntomas
syndrome	síndrome
taboo	tabú
tacky	pegajoso
tainted	contaminado
taint	mancha
talents	talentos
talent	talento
tamper	antisabotaje
tangled	enredado
tangle	maraña
tangles	ovillos
tanked	tanqueado
tanks	tanques
tank	tanque
tantalize	atormentar
tantalizingly	tentadoramente
tantalizing	tentadora
tantrum	berrinche
tardy	tardío
tarnished	empañado
tarnish	empañar
tarnishes	empaña
tarnishing	deslustre
tattered	andrajoso
taunting	burlas
taunt	pulla
taunts	burlas
taut	tirante
tawdry	cursi
taxing	agotador
tease	embromar
tediously	tediosamente
tedious	tedioso
temerity	temeridad
temper	genio
tempest	tempestad
temptation	tentación
temptingly	tentadoramente
tempting	tentador
tempt	tentar
tenacious	tenaz
tenacity	tenacidad
tenderly	ternura
tenderness	dolor
tender	tierno
tense	tenso
tension	tensión
tentatively	tentativamente
tentative	tentativo
tenuously	tenuemente
tenuous	tenue
tepid	tibio
terribleness	terribilidad
terribly	terriblemente
terrifically	estupendamente
terrific	estupendo
terrorism	terrorismo
terrorize	aterrorizar
testy	irascible
tetchily	irasciblemente
tetchy	irritable
thank	agradecer
thankful	agradecido
thankless	ingrato
thinner	disolvente
thirst	sed
thorny	espinoso
thoughtfully	pensativamente
thoughtfulness	consideración
thoughtful	pensativo
thoughtless	irreflexivo
thoughtlessness	irreflexión
threat	amenaza
threaten	amenazar
threatening	amenazante
threats	amenazas
thrift	ahorro
thrifty	ahorrativo
thrilled	encantados
thrill	emoción
thrilling	electrizante
thrillingly	estremecedoramente
thrills	emociones
thrive	prosperar
thriving	próspera
throbbed	palpitaba
throbbing	palpitante
throb	latido
throbs	latidos
throttle	acelerador
thug	matón
thwart	frustrar
tickle	cosquillas
tidy	ordenado
time-honored	tradicional
timely	oportuno
timidity	timidez
timidly	timidez
timid	tímido
tingle	hormigueo
tingling	hormigueo
tin-y	estaño-y
tired	cansado
tiresome	cansado
tiring	fatigoso
titillate	excitar
titillating	excitante
togetherness	unión
toil	trabajo
toll	peaje
topple	derribar
top	superior
tormented	atormentado
torment	tormento
torrent	torrente
tortuous	tortuoso
tortured	torturado
tortures	torturas
torture	tortura
torturing	tortura
torturously	tortuosamente
torturous	tortuoso
totalitarian	totalitario
touchy	quisquilloso
tough	duro
toughness	tenacidad
touted	promocionado
tout	revendedor
touts	revendedores
toxic	tóxico
traction	tracción
traduce	difamar
tragedy	tragedia
tragically	trágicamente
tragic	trágico
traitorous	traidor
traitor	traidor
trample	pisotear
tramp	vagabundo
tranquility	tranquilidad
tranquil	tranquilo
transgression	transgresión
transgress	transgredir
transparent	transparente
traped	atrapado
trapped	atrapado
trap	trampa
trash	basura
trashed	destrozado
traumatically	traumáticamente
traumatic	traumático
traumatized	traumatizado
traumatize	traumatizar
travesty	parodia
treacherous	traicionero
treachery	traición
treason	traición
treasure	tesoro
tremendously	tremendamente
tricked	engañado
trickery	trampa
trick	truco
tricky	difícil
triumphal	triunfal
triumphantly	triunfantemente
triumphant	triunfal
triumph	triunfo
trivialize	trivializar
trivially	trivialmente
trophy	trofeo
troubled	turbulento
troublemaker	alborotador
trouble	problema
troublesome	molesto
troubles	problemas
troublingly	inquietantemente
troubling	preocupante
truant	ausente
trumpet	trompeta
trump	triunfo
trust	confianza
trusting	confianza
trustworthiness	integridad
trusty	fiel
truthfulness	veracidad
truthful	veraz
tumble	caer
tumbled	caído
tumbles	tumbos
tumultuous	tumultuoso
turbulent	turbulento
turmoil	confusión
twinkly	brillante
twisted	retorcido
twists	torceduras
twist	torcedura
two-faced	hipócrita
tyrannically	tiránicamente
tyrannical	tiránico
tyranny	tiranía
tyrant	tirano
ugh	uf
uglier	feo
ugliness	fealdad
ugly	feo
ultimatums	ultimátums
ultimatum	ultimátum
ultra-crisp	ultra-nítido
unabashed	desvergonzado
unable	incapaz
unacceptable	inaceptable
unacceptably	inaceptablemente
unachievable	inalcanzable
unaffected	inafectado
unaffordable	inasequible
unassailable	inatacable
unavailable	indisponible
unavoidably	inevitablemente
unbearable	inaguantable
unbeatable	insuperable
unbelievable	increíble
unbelievably	increíblemente
unbiased	imparcial
uncaring	indiferente
uncertain	incierto
uncivil	incivil
uncivilized	incivilizado
unclean	sucio
unclear	claro
uncollectible	incobrables
uncomfortable	incómodo
uncomfortably	incómodamente
uncomfy	incómoda
uncompromising	intransigente
unconditional	incondicional
unconstitutional	inconstitucional
uncooperative	incooperativo
uncouth	grosero
undaunted	impávido
undecided	indeciso
undefined	indefinido
undercut	socavada
undercuts	socavados
undercutting	subvaloración
underdog	desvalido
underestimate	subestimar
underlings	subordinados
undermined	minado
undermine	minar
undermines	socava
undermining	minando
undersized	insuficiente
understandable	comprensible
undesirable	indeseable
undetermined	indeterminado
undisputable	indiscutible
undisputably	indiscutiblemente
undisputed	indiscutible
undocumented	indocumentado
undone	deshecho
undue	indebido
unease	malestar
uneasily	inquieto
uneasiness	inquietud
uneasy	inquieto
uneconomical	antieconómico
unemployed	parados
unequal	desigual
unequivocal	inequívoco
unequivocally	inequívocamente
uneven	desigual
unexpected	inesperado
unexpectedly	inesperadamente
unfairly	injustamente
unfaithful	infiel
unfaithfully	infielmente
unfamiliar	desconocido
unfavorable	desfavorable
unfazed	imperturbable
unfeeling	insensible
unfinished	inconcluso
unforeseen	contingencias
unforgettable	inolvidable
unforgiving	implacable
unfortunate	desgraciado
unfortunately	desafortunadamente
unfounded	infundado
unfriendly	hostil
unfulfilled	incumplida
ungovernable	ingobernable
ungrateful	ingrato
unhappily	infelizmente
unhappiness	infelicidad
unhappy	infeliz
unhealthy	insalubre
unilateralism	unilateralismo
unimaginable	inimaginable
unimaginably	inimaginablemente
unintelligible	ininteligible
unity	unidad
unjustifiable	injustificable
unjustifiably	injustificadamente
unjustified	injustificado
unjust	injusto
unjustly	injustamente
unknown	desconocido
unlawful	ilegal
unlawfully	ilegalmente
unlawfulness	ilegalidad
unlimited	ilimitado
unlucky	desafortunado
unmoved	impasible
unnatural	antinatural
unnecessary	innecesario
unnerved	enervado
unnerve	enervar
unnerving	enervante
unnervingly	desconcertantemente
unobserved	desapercibido
unorthodox	heterodoxo
unorthodoxy	heterodoxia
unparalleled	incomparable
unpleasant	desagradable
unpleasantries	desagradables
unpopular	impopular
unpredictable	imprevisible
unprepared	desprevenido
unproductive	improductivo
unprofitable	improductivo
unquestionable	incuestionable
unquestionably	incuestionablemente
unravel	desvela
unraveled	desentrañado
unreachable	inalcanzable
unreadable	ilegible
unreal	irreal
unreasonable	irrazonable
unreasonably	excesivamente
unrelenting	implacable
unrelentingly	implacablemente
unresolved	irresoluto
unresponsive	insensible
unrest	disturbios
unrestricted	irrestricto
unrivaled	incomparable
unruly	revoltoso
unsafe	inseguro
unsatisfactory	insatisfactorio
unsavory	desagradable
unseemly	impropio
unselfish	altruista
unsettled	inestable
unsettle	trastornar
unsettling	inquietante
unsettlingly	perturbadoramente
unsound	defectuoso
unspeakable	indecible
unstable	inestable
unsteadily	inestablemente
unsteadiness	inestabilidad
unsteady	inestable
unsuccessful	infructuoso
unsupportive	insolidario
unsure	inseguro
unsuspecting	desprevenido
unsustainable	insostenible
untenable	insostenible
unthinkable	inconcebible
untimely	inoportuno
untrue	falso
untruthful	mentiroso
unusable	inutilizable
unusably	inutilizable
unuseable	inutilizable
unuseably	inutilizable
unusually	particularmente
unusual	raro
un-viewable	no-visible
unwarranted	injustificado
unwavering	inquebrantable
unwelcome	molesto
unwell	indispuesto
unwieldy	pesado
unwillingness	renuencia
unwilling	reacio
unwise	imprudente
unwisely	imprudentemente
unworkable	impracticable
unyielding	inflexible
upbeat	optimista
upgradable	actualizable
upgradeable	actualizable
upgraded	actualización
upheaval	convulsión
upheld	sostenida
uphold	defender
uplifting	inspirador
uplift	inspirar
upliftment	inspiración
uprising	levantamiento
uproar	estruendo
uproarious	estruendoso
uproariously	ruidosamente
uproot	desarraigar
upscale	lujo
upsets	trastornos
upsetting	molesto
upset	trastorno
urgent	urgente
usable	utilizable
useable	utilizable
useful	útil
useless	inútil
usurper	usurpador
usurp	usurpar
utterly	absolutamente
vagrant	vagabundo
vagueness	vaguedad
vague	vago
vainly	vanamente
vain	vano
valiantly	valientemente
valiant	valiente
valuable	valioso
vanity	vanidad
variety	variedad
vehemently	vehementemente
vehement	vehemente
venerate	venerar
vengeance	venganza
vengefully	vengativamente
vengeful	vengativo
venomously	venenosamente
venomous	venenoso
venom	veneno
vent	respiradero
verifiable	verificable
veritable	verdadero
versatile	versátil
versatility	versatilidad
vestiges	vestigios
vexation	vejación
vexing	irritante
vexingly	irritantemente
vex	vejar
vibrantly	vibrantemente
vibrant	vibrante
vibrated	vibrado
vibrates	vibra
vibrate	vibrar
vibrating	vibrando
vibration	vibración
vice	vicio
viciously	viciosamente
viciousness	crueldad
vicious	vicioso
victimize	victimizar
victorious	victorioso
victory	victoria
viewable	visible
vigilance	vigilancia
vigilant	vigilante
vileness	vileza
vile	vil
vilify	vilipendiar
villainously	vilmente
villainous	villano
villains	villanos
vindictively	vengativamente
vindictive	vengativo
violation	violación
violators	violadores
violator	violador
violently	violentamente
violent	violento
viper	víbora
virtue	bushido
virtuously	virtuosamente
virtuous	virtuoso
virulence	virulencia
virulently	virulentamente
virulent	virulento
visionary	visionario
vivacious	vivaz
vivid	vívido
vociferously	vociferantemente
vociferous	vociferante
volatile	volátil
volatility	volatilidad
vomited	vomitado
vomiting	vómitos
vomits	vómitos
vomit	vómito
vouch	atestiguar
vouchsafe	conceder
wail	gemido
wallow	revolcarse
wane	menguar
waning	menguante
warily	cautela
wariness	cautela
war-like	bélica
warlike	belicoso
warm	caliente
warmly	calurosamente
warmth	calor
warned	prevenido
warning	advertencia
warped	deformado
warp	urdimbre
wary	cauteloso
washed-out	desteñido
wasted	desaprovechado
wasteful	antieconómico
wastefulness	residuos
waste	residuos
wasting	perder
water-down	agua-down
watered-down	aguada
wayward	rebelde
weak	débil
weaken	débil
weakening	debilitación
weakness	debilidad
weaknesses	debilidades
wealthy	rico
weariness	cansancio
wearisome	aburrido
weary	cansado
wedge	cuña
weep	llorar
weird	extraño
weirdly	extrañamente
welcome	bienvenida
well-being	bienestar
wellbeing	bienestar
well	bien
well-mannered	educado
well-wishers	bienquerientes
wheedle	engatusar
whimper	gemido
whine	silbido
whining	gimoteo
whiny	llorón
whips	látigos
whoa	hala
wholesome	saludable
whooa	hala
whoooa	hala
whore	puta
whores	putas
wickedly	perversamente
wicked	malvado
wickedness	maldad
wieldy	manejable
wildly	salvajemente
wild	salvaje
wiles	engaños
willing	dispuesto
willingness	disposición
wilt	marchitar
wily	astuto
winnable	ganable
winner	ganador
winning	ganadora
wins	victorias
win	victoria
wisdom	sabiduría
wisely	prudentemente
wise	prudente
witty	ingenioso
wobbled	tambaleado
wobbles	bamboleos
wobble	tambalearse
woe	ay
woebegone	desconsolado
woeful	lamentable
woefully	lamentablemente
womanizer	mujeriego
womanizing	mujeriego
wonderfully	maravillosamente
wonderful	maravilloso
wonderously	maravillosamente
wonderous	maravillosa
wonder	preguntarse
wonders	maravillas
wondrous	maravilloso
won	ganó
woo	cortejar
workable	factible
worked	trabajado
works	obras
work	trabajo
world-famous	famosa
worn	usado
worriedly	preocupación
worried	preocupado
worrier	angustiado
worries	preocupaciones
worrisome	inquietante
worrying	angustioso
worryingly	preocupante
worry	preocuparse
worsen	exacerbar
worsening	empeoramiento
worse	peor
worst	peor
worthiness	mérito
worthlessly	indignamente
worthlessness	inutilidad
worth	valor
worthy	digno
wound	herida
wounds	heridas
wowed	sorprendió
wowing	sorprendente
wow	sorprender
wows	sorpresas
wrangle	reñir
wrath	ira
wreaked	causado
wreak	infligir
wreaks	apesta
wreck	naufragio
wrest	arrebatar
wrestle	luchar
wretch	desgraciado
wretchedly	miserablemente
wretched	miserable
wretchedness	miseria
wrinkle	arruga
wrinkled	arrugado
wrinkles	arrugas
wrip	pida
writhe	retorcerse
wrongful	ilegal
wrongly	erróneamente
wrong	mal
wrought	forjado
yawn	bostezo
yay	toma
youthful	juvenil
zapped	zapping
zaps	zapping
zap	zas
zeal	celo
zealot	fanático
zealous	celoso
zealously	celosamente
zenith	cenit
zest	entusiasmo
zippy	enérgico
zombie	zombi
-	-
very	muy
very	mucho
incredibly	increíblemente
absolutely	absolutamente
awfully	terriblemente
enormously	enormemente
extremely	extremadamente
horribly	horriblemente
seriously	seriamente
pretty	bastante
too	demasiado
really	realmente
most	más
more	más
-	-
no	no
not	no
can't	no
won't	no
doesn't no
don't	no
shouldn't	no
n't	no
didn't	no
couldn't	no
wouldn't	no
-	-
little	poco
enough	suficiente
enough	suficientemente
enough	bastante
enough	bastantes
-	-
can	puede
could	podía
might	puede
might	quizás
might	posiblemente
should	debería
